2025-03-22 15:01:31.740121 ; Session        ; Debug       ; Session log loaded as 'C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\SessionLogs\tap 2025-03-22 15-01-31.txt'. [1.22 ms]
2025-03-22 15:01:32.205439 ; GitVersion     ; Debug       ; Found 2 commits since last version bump in commit 4f9f8c8f.
2025-03-22 15:01:32.205439 ; GitVersionExpander ; Information ; Package GitVersion is 0.0.1-beta.2+bdcc0157
2025-03-22 15:01:32.205439 ; XML Expander   ; Debug       ; Expanded '$(GitVersion)' -> '0.0.1-beta.2+bdcc0157'
2025-03-22 15:01:32.205439 ; Package        ; Debug       ; Package preprocessing completed. [115 ms]
2025-03-22 15:01:32.217087 ; Resolver       ; Debug       ; Found match for DotNet.Glob, Version=3.0.1.0, Culture=neutral, PublicKeyToken=b68cc888b4f632d1 in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\Dependencies\DotNet.Glob.3.0.1.0\DotNet.Glob.dll
2025-03-22 15:01:32.233084 ; Searcher       ; Debug       ; Ordered 29 assemblies according to references. [5.51 ms]
2025-03-22 15:01:32.280126 ; Package        ; Information ; Satisfying assembly reference to OpenTap by adding dependency on package OpenTAP
2025-03-22 15:01:32.280126 ; Package        ; Information ; Adding dependency on package 'OpenTAP' version 9.27.0+11e5348d
2025-03-22 15:01:32.280126 ; Package        ; Debug       ; Using temporary folder at 'C:\Users\Daniel\AppData\Local\Temp\tqgliwjf.4sk'
2025-03-22 15:01:32.280126 ; Package        ; Debug       ; Updating version info for 'InterconnectIOBox.dll' [892 us]
2025-03-22 15:01:32.290232 ; Resolver       ; Debug       ; Found match for Mono.Cecil, Version=0.10.1.0, Culture=neutral, PublicKeyToken=50cebf1cceb9d05e in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\Dependencies\Mono.Cecil.0.10.1.0\Mono.Cecil.dll
2025-03-22 15:01:32.533360 ; Package        ; Information ; Updated assembly version info using Mono method. [250 ms]
2025-03-22 15:01:32.533360 ; Package        ; Debug       ; Available custom actions for 'create' stage. (2 actions: OpenTap.Package.IncludePackageDependencies, OpenTap.Package.FileHashPackageAction)
2025-03-22 15:01:32.533360 ; Package        ; Information ; Package action IncludePackageDependencies completed [1.96 ms]
2025-03-22 15:01:32.549036 ; Package        ; Information ; Package action FileHashPackageAction completed [16.2 ms]
2025-03-22 15:01:32.549036 ; Package        ; Information ; Creating OpenTAP package.
2025-03-22 15:01:32.572211 ; Package        ; Debug       ; Compressed 'C:\Users\Daniel\AppData\Local\Temp\tqgliwjf.4sk\Versioned\InterconnectIOBox.dll' [13.2 ms]
2025-03-22 15:01:32.622310 ; Package        ; Debug       ; Verifying package integrity...
2025-03-22 15:01:32.628340 ; Package        ; Debug       ; Verified metadata integrity. [6.13 ms]
2025-03-22 15:01:32.628340 ; Package        ; Debug       ; Verified archive integrity. [7.06 ms]
2025-03-22 15:01:32.628340 ; PackageAction  ; Information ; OpenTAP plugin package 'FTS_InterconnectIOBox.0.0.1-beta.2+bdcc0157.TapPackage' containing 'FTS_InterconnectIOBox' successfully created.
2025-03-22 15:01:32.628340 ; PackageAction  ; Information ; Installed 'FTS_InterconnectIOBox' (C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\Packages\FTS_InterconnectIOBox\package.xml)
2025-03-22 15:01:32.628340 ; CLI            ; Debug       ; CLI action returned exit code: 0 [548 ms]
