2025-03-19 11:15:02.893662 ; Session        ; Debug       ; Session log loaded as 'C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\SessionLogs\tap 2025-03-19 11-15-02.txt'. [1.28 ms]
2025-03-19 11:15:03.701049 ; Package        ; Information ; Updated assembly version info using Mono method. [257 ms]
2025-03-19 11:15:03.716898 ; Package        ; Debug       ; Available custom actions for 'create' stage. (2 actions: OpenTap.Package.IncludePackageDependencies, OpenTap.Package.FileHashPackageAction)
2025-03-19 11:15:03.716898 ; Package        ; Information ; Package action IncludePackageDependencies completed [2.01 ms]
2025-03-19 11:15:03.732839 ; Package        ; Information ; Package action FileHashPackageAction completed [18.1 ms]
2025-03-19 11:15:03.732839 ; Package        ; Information ; Creating OpenTAP package.
2025-03-19 11:15:03.748824 ; Package        ; Debug       ; Compressed 'C:\Users\Daniel\AppData\Local\Temp\s2ohcncr.2s3\Versioned\InterconnectIOBox.dll' [14.2 ms]
2025-03-19 11:15:03.796153 ; Package        ; Debug       ; Verifying package integrity...
2025-03-19 11:15:03.796153 ; Package        ; Debug       ; Verified metadata integrity. [6.22 ms]
2025-03-19 11:15:03.811805 ; Package        ; Debug       ; Verified archive integrity. [7.23 ms]
2025-03-19 11:15:03.812919 ; PackageAction  ; Information ; OpenTAP plugin package 'FTS_InterconnectIOBox.0.0.1-beta.2+bdcc0157.TapPackage' containing 'FTS_InterconnectIOBox' successfully created.
2025-03-19 11:15:03.818909 ; PackageAction  ; Information ; Installed 'FTS_InterconnectIOBox' (C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\Packages\FTS_InterconnectIOBox\package.xml)
2025-03-19 11:15:03.818909 ; CLI            ; Debug       ; CLI action returned exit code: 0 [565 ms]
