2025-03-25 09:37:05.862179 ; Session        ; Debug       ; Session log loaded as 'C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\SessionLogs\tap 2025-03-25 09-37-05.txt'. [1.23 ms]
2025-03-25 09:37:06.226337 ; Resolver       ; Debug       ; Found match for LibGit2Sharp, Version=0.27.0.0, Culture=neutral, PublicKeyToken=7cbde695407f0333 in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\Dependencies\LibGit2Sharp.0.27.0.0\LibGit2Sharp.dll
2025-03-25 09:37:06.257839 ; Installation   ; Debug       ; FTS_InterconnectIOBox    - 0.0.1-beta.3+db15abb6
2025-03-25 09:37:06.257839 ; Installation   ; Debug       ; OpenTAP                  - 9.27.0+11e5348d
2025-03-25 09:37:06.257839 ; Installation   ; Debug       ; PathWave License Manager - 2.7.0+398d3a87
2025-03-25 09:37:06.289673 ; GitVersion     ; Warning     ; Did not find any .gitversion file.
2025-03-25 09:37:06.289673 ; GitVersion     ; Debug       ; Using configuration from 
2025-03-25 09:37:06.305476 ; GitVersion     ; Debug       ; Determined beta branch to be 'main' by looking at the HEAD of the remote 'origin'.
2025-03-25 09:37:06.321256 ; GitVersion     ; Debug       ; Found 0 commits since branchout from beta branch in commit db15abb6.
2025-03-25 09:37:06.321256 ; GitVersion     ; Debug       ; Found 3 commits since last version bump in commit 4f9f8c8f.
2025-03-25 09:37:06.321256 ; GitVersionExpander ; Information ; Package GitVersion is 0.0.1-beta.3+db15abb6
2025-03-25 09:37:06.321256 ; XML Expander   ; Debug       ; Expanded '$(GitVersion)' -> '0.0.1-beta.3+db15abb6'
2025-03-25 09:37:06.337120 ; Package        ; Debug       ; Package preprocessing completed. [117 ms]
2025-03-25 09:37:06.337120 ; Resolver       ; Debug       ; Found match for DotNet.Glob, Version=3.0.1.0, Culture=neutral, PublicKeyToken=b68cc888b4f632d1 in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\Dependencies\DotNet.Glob.3.0.1.0\DotNet.Glob.dll
2025-03-25 09:37:06.352993 ; Searcher       ; Debug       ; Ordered 29 assemblies according to references. [5.53 ms]
2025-03-25 09:37:06.400430 ; Package        ; Information ; Satisfying assembly reference to OpenTap by adding dependency on package OpenTAP
2025-03-25 09:37:06.400430 ; Package        ; Information ; Adding dependency on package 'OpenTAP' version 9.27.0+11e5348d
2025-03-25 09:37:06.400430 ; Package        ; Debug       ; Using temporary folder at 'C:\Users\Daniel\AppData\Local\Temp\giib5evj.fp5'
2025-03-25 09:37:06.400430 ; Package        ; Debug       ; Updating version info for 'InterconnectIOBox.dll' [885 us]
2025-03-25 09:37:06.400430 ; Resolver       ; Debug       ; Found match for Mono.Cecil, Version=0.10.1.0, Culture=neutral, PublicKeyToken=50cebf1cceb9d05e in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\Dependencies\Mono.Cecil.0.10.1.0\Mono.Cecil.dll
2025-03-25 09:37:06.653292 ; Package        ; Information ; Updated assembly version info using Mono method. [250 ms]
2025-03-25 09:37:06.653292 ; Package        ; Debug       ; Available custom actions for 'create' stage. (2 actions: OpenTap.Package.IncludePackageDependencies, OpenTap.Package.FileHashPackageAction)
2025-03-25 09:37:06.653292 ; Package        ; Information ; Package action IncludePackageDependencies completed [1.96 ms]
2025-03-25 09:37:06.679569 ; Package        ; Information ; Package action FileHashPackageAction completed [18.4 ms]
2025-03-25 09:37:06.684995 ; Package        ; Information ; Creating OpenTAP package.
2025-03-25 09:37:06.700963 ; Package        ; Debug       ; Compressed 'C:\Users\Daniel\AppData\Local\Temp\giib5evj.fp5\Versioned\InterconnectIOBox.dll' [15.7 ms]
2025-03-25 09:37:06.748198 ; Package        ; Debug       ; Verifying package integrity...
2025-03-25 09:37:06.748198 ; Package        ; Debug       ; Verified metadata integrity. [8.26 ms]
2025-03-25 09:37:06.748198 ; Package        ; Debug       ; Verified archive integrity. [9.16 ms]
2025-03-25 09:37:06.763913 ; PackageAction  ; Information ; OpenTAP plugin package 'FTS_InterconnectIOBox.0.0.1-beta.3+db15abb6.TapPackage' containing 'FTS_InterconnectIOBox' successfully created.
2025-03-25 09:37:06.763913 ; PackageAction  ; Information ; Installed 'FTS_InterconnectIOBox' (C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\Packages\FTS_InterconnectIOBox\package.xml)
2025-03-25 09:37:06.763913 ; CLI            ; Debug       ; CLI action returned exit code: 0 [553 ms]
