2025-03-21 20:15:58.171226 ; Session        ; Debug       ; Session log loaded as 'C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\SessionLogs\tap 2025-03-21 20-15-57.txt'. [1.34 ms]
2025-03-21 20:15:58.762516 ; Package        ; Information ; Adding dependency on package 'OpenTAP' version 9.27.0+11e5348d
2025-03-21 20:15:58.768515 ; Package        ; Debug       ; Using temporary folder at 'C:\Users\Daniel\AppData\Local\Temp\tboor0ss.15y'
2025-03-21 20:15:58.771513 ; Package        ; Debug       ; Updating version info for 'InterconnectIOBox.dll' [894 us]
2025-03-21 20:15:58.774516 ; Resolver       ; Debug       ; Found match for Mono.Cecil, Version=0.10.1.0, Culture=neutral, PublicKeyToken=50cebf1cceb9d05e in C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\Dependencies\Mono.Cecil.0.10.1.0\Mono.Cecil.dll
2025-03-21 20:15:59.024573 ; Package        ; Information ; Updated assembly version info using Mono method. [254 ms]
2025-03-21 20:15:59.028574 ; Package        ; Debug       ; Available custom actions for 'create' stage. (2 actions: OpenTap.Package.IncludePackageDependencies, OpenTap.Package.FileHashPackageAction)
2025-03-21 20:15:59.030574 ; Package        ; Information ; Package action IncludePackageDependencies completed [2.02 ms]
2025-03-21 20:15:59.043574 ; Package        ; Information ; Package action FileHashPackageAction completed [12.5 ms]
2025-03-21 20:15:59.043574 ; Package        ; Information ; Creating OpenTAP package.
2025-03-21 20:15:59.060573 ; Package        ; Debug       ; Compressed 'C:\Users\Daniel\AppData\Local\Temp\tboor0ss.15y\Versioned\InterconnectIOBox.dll' [14.2 ms]
2025-03-21 20:15:59.109571 ; Package        ; Debug       ; Verifying package integrity...
2025-03-21 20:15:59.115572 ; Package        ; Debug       ; Verified metadata integrity. [6.21 ms]
2025-03-21 20:15:59.116572 ; Package        ; Debug       ; Verified archive integrity. [7.15 ms]
2025-03-21 20:15:59.118574 ; PackageAction  ; Information ; OpenTAP plugin package 'FTS_InterconnectIOBox.0.0.1-beta.2+bdcc0157.TapPackage' containing 'FTS_InterconnectIOBox' successfully created.
2025-03-21 20:15:59.125573 ; PackageAction  ; Information ; Installed 'FTS_InterconnectIOBox' (C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\Packages\FTS_InterconnectIOBox\package.xml)
2025-03-21 20:15:59.125573 ; CLI            ; Debug       ; CLI action returned exit code: 0 [588 ms]
