2025-03-17 10:11:23.731700 ; Session        ; Debug       ; Session log loaded as 'C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\SessionLogs\tap 2025-03-17 10-11-23.txt'. [1.24 ms]
2025-03-17 10:11:24.551521 ; Package        ; Debug       ; Available custom actions for 'create' stage. (2 actions: OpenTap.Package.IncludePackageDependencies, OpenTap.Package.FileHashPackageAction)
2025-03-17 10:11:24.553624 ; Package        ; Information ; Package action IncludePackageDependencies completed [2.10 ms]
2025-03-17 10:11:24.571618 ; Package        ; Information ; Package action FileHashPackageAction completed [17.4 ms]
2025-03-17 10:11:24.571618 ; Package        ; Information ; Creating OpenTAP package.
2025-03-17 10:11:24.589941 ; Package        ; Debug       ; Compressed 'C:\Users\Daniel\AppData\Local\Temp\obfmrfkl.2az\Versioned\InterconnectIOBox.dll' [15.1 ms]
2025-03-17 10:11:24.641331 ; Package        ; Debug       ; Verifying package integrity...
2025-03-17 10:11:24.647333 ; Package        ; Debug       ; Verified metadata integrity. [6.21 ms]
2025-03-17 10:11:24.648333 ; Package        ; Debug       ; Verified archive integrity. [7.18 ms]
2025-03-17 10:11:24.650332 ; PackageAction  ; Information ; OpenTAP plugin package 'FTS_InterconnectIOBox.0.0.1-beta.1+4f9f8c8f.TapPackage' containing 'FTS_InterconnectIOBox' successfully created.
2025-03-17 10:11:24.654603 ; PackageAction  ; Information ; Installed 'FTS_InterconnectIOBox' (C:\Station_de_test\FTS_InterconnectIOBox\FTS_InterconnectIOBox\bin\Release\Packages\FTS_InterconnectIOBox\package.xml)
2025-03-17 10:11:24.654603 ; CLI            ; Debug       ; CLI action returned exit code: 0 [568 ms]
